YEAR,MAKE,MODEL,SECTION,TITLE,DESCRIPTION,IMAGE
2019,Lincoln,Nautilus,Performance,ADAPTIVE SUSPENSION,"A suite of sensors monitors and adjusts the available adaptive suspension. Plus, you can select the operating mode — Comfort, Normal or Sport — that suits the driving experience you prefer, from exceptional ride quality to a spirited, sporty feel.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_perf_adptvsspnsn_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Performance,ACTIVE NOISE CONTROL (ANC),"Active noise control heightens overall cabin sound quality by reducing unwanted engine noise while enhancing desired sound to help provide a pleasant driving experience. The system monitors the sound profile and then creates an opposing sound wave. When the opposing wave meets the original sound wave, they cancel each other out.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_perf_anc_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Performance,INTELLIGENT AWD,"Available Intelligent AWD uses sensors to constantly monitor traction. It delivers torque to the front and rear wheels to enhance handling and maximize grip, typically before wheelslip can even occur.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_awd_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Performance,AUTO HOLD,"Auto Hold offers relief when you come to stop signs, long traffic signals and other braking situations. When the driver stops the vehicle using the brake pedal, the system will hold and then release the brakes when the accelerator is pushed.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_autohold_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Performance,FULL LED MULTI-PROJECTOR HEADLAMPS,The full LED Multi-Projector headlamps provide a broad field of light helping to give the driver a wide field of awareness of what lies ahead. The independent lenses can change position to widen or narrow the path of light in the direction in which the vehicle is traveling.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_headlamps_32.jpg/_jcr_content/renditions/cq5dam.web.768.1000.jpeg
2019,Lincoln,Nautilus,Technology,LINCOLN CO-PILOT360™,"The Nautilus includes a suite of our most advanced technology 
ever so that you can start your journey with confidence.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_bb_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,BLIS® WITH CROSS-TRAFFIC ALERT,"BLIS (Blind Spot Information System) with cross-traffic alert61 helps warn you of vehicles you might otherwise miss. BLIS uses radar in the rear quarter panels to identify a vehicle entering your blind spot and alerts you with an indicator light in the sideview mirror. Cross-traffic alert also uses radar to detect vehicles approaching from either side when you’re slowly backing out of a parking spot or your driveway. If it detects a vehicle approaching from up to 15 yards away, it sends an audible warning, a visual display in the sideview mirror and a signal in the message center.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_blis_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,REAR BACKUP CAMERA WITH REAR CAMERA WASH*,"The rear view camera takes the guess work out of knowing what is behind your vehicle. Should the camera lens become dirty, cleaning it is as simple as activating the rear camera wash, making what’s behind you clear as day.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_cam_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,AUTO EMERGENCY BRAKING,"Pre-collision assist with forward collision warning and Automatic Emergency Braking (AEB)61 can potentially help avoid or lessen the severity of a traffic accident. A vehicle with AEB supports the driver by helping avoid or lessen the severity of front crashes with another vehicle in certain situations. Using radar and camera technology to scan the roadway ahead, if the system detects another vehicle, it can provide a collision warning and then automatically apply the brakes if the driver has not taken corrective action.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_perf_autoebrake_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,LANE-KEEPING SYSTEM,"The Lane-Keeping System61 uses a camera mounted behind the windshield’s rearview mirror to monitor road lane markings and detect unintentional drifting toward the outside of a lane. If the camera detects an impending drift, the system will use steering and the instrument cluster display to alert and/or aid the driver to say in the lane.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_perf_v6engine_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,AUTOMATIC HIGH BEAMS,"In low light situations, automatic high beams amplify the amount of light emitted from your headlamps to give you a better view of what lies ahead.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_autohighbeams_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,ADAPTIVE CRUISE CONTROL WITH STOP-AND-GO AND LANE CENTERING,"Adaptive cruise control61
 works like traditional cruise control. However, the system can automatically brake and accelerate to keep you at your set speed or follow with the pace of traffic when speeds are below what you set. Plus, Lane Centering uses data from the forward-looking radar and camera to provide continuous steering support to help keep the vehicle centered in the lane.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_perf_acclane_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Technology,ENHANCED ACTIVE PARK ASSIST,"Available enhanced active park assist makes getting in or out of tight parking spaces easy.61
 Ultrasonic sensors can locate an available spot and help the vehicle steer into place. Perpendicular park assist helps you guide the vehicle into perpendicular spots when you’re in Reverse, while park out assist aids in getting out of tight parallel parking spots. Meanwhile, you control the shifter buttons, brake and accelerator for seamless positioning.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_actvparkassist_32.jpg/_jcr_content/renditions/cq5dam.web.768.1000.jpeg
2019,Lincoln,Nautilus,Technology,"12.3"" LCD DRIVER INFORMATION SCREEN","This vivid screen puts a wealth of control* at your fingertips. Simple setting controls let you customize what is displayed including adaptive cruise control warnings, turn-by-turn navigation directions and more.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_cluster_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Technology,REVEL® AUDIO SYSTEM,"The available Revel Audio System®* aims to meticulously reproduce the live-music experience right in the comfort of your vehicle. Many innovative features were specifically curated with the Lincoln Nautilus in mind, adding up to a truly awe-inspiring performance every time. Systems include the 13-speaker Revel Audio System* and the 19-speaker Revel Ultima® System plus three unique sound modes–Stereo, Audience and Onstage. Personalize your listening experience even further with a year-long membership to TIDAL®**, the high-fidelity music streaming service that places a library of over sixty million songs at your fingertips, complimentary with the purchase or lease of any new 2019 Lincoln Nautilus.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_revel_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,LINCOLN + ALEXA*,"The Lincoln Motor Company and Amazon have collaborated to bring you many familiar in-home uses of Alexa to your Lincoln vehicle. By using SYNC® 312 AppLink,®12 you can ask to hear news stories and play music, add things to your Amazon shopping list, update personal calendars and use voice controls to operate smart home devices, including your garage door, thermostats, lighting and more. Click here
 to discover the full range of capabilities.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_alexa_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,WAZE VIA SYNC®3 APPLINK®,"With the SYNC 3 Applink you can connect to your phone and utilize the Waze App.* Turn-by-turn directions, caution alerts, faster routes and much more are delivered on the center console, making for less distracted driving.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_waze_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,WIRELESS CHARGING,Get a charge out of simply setting something down. The Lincoln Nautilus features a standard wireless charger located in the front center media bin that charges compatible phones.*,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_wirelesschrg_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,SYNC® 3,"Capable of understanding voice commands, SYNC 3 is our latest in voice-activated technology.12 And with its easy-to-use design, interface and features, it’s definitely worth talking about. Experience voice-activated technology. SYNC.® Say the word.®",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_sync3_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Technology,NAVIGATION,"With available navigation with SiriusXM® Traffic and Travel Link,® SYNC® 3 features easy destination entry. It’s easy to locate that hard-to-find Thai restaurant, the nearest ATM or a highly rated coffee shop. Plus, responsive, adaptive search results are based upon your preferences. With SYNC 3, you can easily get to your destination with audible turn-by-turn navigation, along with continuously updated directions, weather information, traffic delays, alternate route suggestions and more.22",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_navigation_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Technology,SAFETY,"Whether sitting still or on the move, the Lincoln Nautilus has you covered with many safety features. The available Enhanced Security Package includes an interior motion sensor that detects movement inside the car and an inclination motion sensor that detects changes in the vehicle’s angle (such as during towing and jacking). The standard Personal Safety System includes dual-stage front airbags,* front safety belt pretensioners and safety belt energy-management retractors, a crash severity sensor, driver’s seat position sensor, restraint control module, Front-Passenger Sensing System and front safety belt usage sensors.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_profile_32.jpg/_jcr_content/renditions/cq5dam.web.768.1000.jpeg
2019,Lincoln,Nautilus,Technology,LINCOLN CONNECT,"Expand your capabilities with Lincoln Connect.* An embedded modem with 4G Wi-Fi capability, standard in most 2018 and newer Lincoln vehicles, offers impressive connectivity. Plus, the embedded modem gives the Lincoln Way™ app greater functionality and remote control of your vehicle.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_lncconnect_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Technology,360 DEGREE CAMERA*,"Upgrade your field of vision from every angle. Four cameras on the front, rear and sides merge to provide a bird’s-eye view around the vehicle.61
 You’ll be better able to see down sidewalks while backing up and navigating tight parking spots. Plus, a 180-degree split-view camera located in the vehicle’s grille helps boost visibility in cross-traffic situations, intersections and seeing around parked cars.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_360cam_32.jpg/_jcr_content/renditions/cq5dam.web.768.1000.jpeg
2019,Lincoln,Nautilus,Technology,THE LINCOLN WAY™ APP,"Stay connected to your vehicle — and the features and benefits of Lincoln ownership — with the Lincoln Way app.1
Unlock and start your Lincoln remotely.2
Get Roadside Assistance and personalized customer service with the Lincoln Concierge. And schedule complimentary Lincoln Pickup & Delivery3
when your vehicle needs service. The future of driving is at hand. Download the Lincoln Way app now — and see where the road takes you.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_lncway_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,THE LINCOLN EMBRACE,Design that reveals itself as you draw near. The Lincoln Embrace warmly welcomes you as you approach your Lincoln Nautilus.,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_bb_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Design,AMBIENT LIGHTING,"Inside the Lincoln Nautilus available ambient lighting gently glows, illuminating the entire cabin as you approach. Select from seven distinct colors to either complement your mood or change it.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_ambient_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,AUTO-FOLDING SIDEVIEW MIRRORS,"When you leave your Lincoln Nautilus and lock the doors, the mirrors automatically fold in, helping to keep them protected from nicks, dings and scrapes. When you are back in the vehicle with your key fob and close the door, the mirrors automatically fold out.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_mirror_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,EXTERIOR LIGHTING,"It lights up almost as much as you do. As you approach the Lincoln Nautilus, an elegant sequence of available lighting animates. In addition, a Lincoln logo welcome mat is projected on the ground, welcoming you back.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_embrace_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,PANORAMIC VISTA ROOF®,"It’s easy to breathe in the beauty of the outside world. The available panoramic Vista Roof spans both rows of seating, allowing for abundant sunshine and refreshing breezes. The front roof panel is powered for easy opening and closing, and includes a power sunshade to help keep the interior cool and comfortable on warmer days. Elevate your journey and take in the scenery.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_panoroof_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,HANDS-FREE POWER LIFTGATE,"Access the cargo area even with your hands full. With the Lincoln Nautilus key fob snug in a pocket or purse, simply kick your foot under the rear bumper. The standard hands-free liftgate effortlessly opens to reveal the rear cargo area. Press a button on the liftgate or kick your foot under the rear bumper and the liftgate smoothly closes.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_powerliftgate_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,WIRELESS CHARGING,Get a charge out of simply setting something down. The Lincoln Nautilus features a standard wireless charger located in the front center media bin that wirelessly charges compatible phones.*,https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_tech_wirelesschrg_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Design,HEATED AND VENTILATED FRONT SEATS,"So comfortable, you may not want the trip to end. Available leather-trimmed front seats that are heated and ventilated for cooling were designed to ensure a luxurious driving experience. Standard Comfort power front seats with lumbar support and memory settings for three drivers as well as available Ultra-Comfort front seats further enhance the ride.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_cuseats_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Design,UNIQUE WOOD TRIM,"Create an inviting, strikingly luxe environment when you opt for the available genuine wood trim in high-gloss Brown Swirl Walnut, Espresso Ash Swirl open-pore wood or Gray Ash Swirl. These unique trims further embellish the center console, steering wheel and door appliqués.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_wood_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Design,BRIDGE OF WEIR™ LEATHER,"Experience seating draped in luxury. Bridge of Weir Deepsoft™ leather-trimmed seats* feature 100 percent unembossed leather, highlighting its natural beauty and making each seating surface unique. The chromium-free, organic tanning method produces environmentally sustainable byproducts and creates one of the finest leathers available on vehicles today.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_leather_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Design,12.3” INSTRUMENT CLUSTER,"This vivid screen puts a wealth of control at your fingertips. Simple to use controls allow you to customize what is displayed including Adaptive Cruise Control warnings, turn-by-turn navigation directions and more.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_cluster_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,Nautilus,Design,ULTRA-COMFORT SEATS WITH ACTIVE MOTION®,"Available Ultra-Comfort front seats with Active Motion offer a wide range of adjustability. With 11 independent air cushions, seven of which offer massage, these seats can help decrease muscle fatigue, aches and pains to help keep your focus where it should be—on the road ahead.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/equipment/3-2/19_nts_comfortseats_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,STUNNING WHEEL LINEUP,"The 2019 Lincoln Nautilus features a number of exciting wheel options including:

 18-inch warm alloy painted aluminum

 18-inch premium painted bright machined aluminum

 20-inch premium painted bright machined aluminum

 20-inch premium painted ultra-bright machined aluminum

 21-inch premium painted ultra-bright machined aluminum",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_wheels_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,A SCULPTED EXTERIOR,"By applying sweeping lines and elegant contours, our designers created the 2019 Lincoln Nautilus to make every drive a liberating experience. The exterior’s unique details convey a dynamic elegance, while the Lincoln signature grille flows seamlessly into the headlamps and highlight the vehicle’s bold curves.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_ceramic_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,Nautilus,Design,LINCOLN BLACK LABEL,"Elevate your Lincoln experience. With a curated collection of interior themes meticulously brought to life in high-end materials and a host of membership privileges, Lincoln Black Label* engages the senses and imagination, creating the ultimate in Lincoln luxury, comfort and service.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/nautilus/2019/collections/features/3-2/19_nts_feat_design_blgala_32.jpg/_jcr_content/renditions/cq5dam.web.768.768.jpeg
2019,Lincoln,MKC,Performance,TWIN-SCROLL TURBOCHARGED 2.3L ENGINE*,"The MKC can be equipped with a twin-scroll turbocharged 2.3L engine, available in AWD, that delivers 285 horsepower and 305 lb.-ft. of torque.* Power is delivered by three brilliant technologies—turbocharging, direct injection and twin independent variable camshaft timing (Ti-VCT). The 2.3L engine empowers MKC to offer a towing capacity of 3,000 lbs. when properly equipped.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_23eng_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Performance,TURBOCHARGED I-4 2.0L ENGINE,"At the heart of the MKC lies a responsive 245-horsepower* turbocharged I-4 2.0L engine, available in both FWD and AWD, that uses three technologies—the boost of turbocharging, the precision of direct injection and the sophistication of twin independent variable camshaft timing (Ti-VCT). The result is an MKC powertrain that’s highly intelligent and powerful.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_20turb_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
2019,Lincoln,MKC,Performance,SIX-SPEED SELECTSHIFT®,"The six-speed SelectShift automatic transmission offers the control of a stick shift with the convenience of an automatic. The wheel-mounted paddle shifters on the 2019 Lincoln MKC let you shift gears quickly without taking your hands off the steering wheel. Or, simply relax and let the automatic mode glide efficiently through all six speeds.",https://www.lincoln.com/cmslibs/content/dam/vdm_ford/live/en_us/lincoln/nameplate/mkc/2019/collections/features/3_2/19_mkc_feat_perf_6shift_32.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg
